"","Year","Feature","No_mean","No_sd","Yes_mean","Yes_sd","MeanDecreaseAccuracy_mean","MeanDecreaseAccuracy_sd","MeanDecreaseGini_mean","MeanDecreaseGini_sd"
"51","pre2013","BMXARMC",9.42272285736071,0.845533539976124,10.3895003735335,1.63842336981533,11.8685460286745,1.49858605388449,11.6919011336576,0.52407824826671
"52","pre2013","DIQ010_1",11.5389403555531,0.518132646721612,10.3726522196372,0.407330113528275,11.7829475528266,0.36726408445783,27.4210572981803,2.08197202585585
"53","pre2013","bp_med_use_Yes",7.17766355970471,0.715931907718514,11.2694308927509,0.587376374214257,11.5807156435257,0.613485498231862,58.9696427315932,6.05088008653172
"54","pre2013","BMXHT",9.95558925756263,0.548923540145586,10.248027767331,0.646798911659745,11.5022215216972,0.523796241565042,15.6875174063436,1.03683733540618
"55","pre2013","bp_cat_meds_included_takingantihypertensivemedications",7.30281702844931,0.839813559184573,11.1089203115516,0.500897507941538,11.4690667442986,0.489007159706507,61.2412658311466,7.38590033398363
"56","pre2013","WHD120",9.86301637347975,1.53625767443598,10.0729178206354,1.12537630734154,11.4226659851313,1.76237952058752,9.52765747770807,0.53598676141688
"57","pre2013","WHD140",9.25383648517722,1.66453472415493,10.0682036176529,1.08786447387657,11.3673066277608,1.45445875081615,10.1173879609384,0.60896166410424
"58","pre2013","BMXWT",9.65628410865398,0.665700597119773,9.09641319117024,1.13826614197588,11.2248823083909,1.07088073866045,12.0221457378435,0.912182083855367
"59","pre2013","WHD130",9.17078970444042,1.10172632585949,9.56120851570726,1.11075681581135,11.1576182164388,1.23211372672976,7.5837178446648,0.352574375315234
"60","pre2013","LBDMONO",8.67609620723277,1.263009474775,8.52000624529743,0.49704333412501,11.0514544451474,0.987483993474404,5.19178450806019,0.179015637902042
"61","pre2013","bp_med_recommended_accaha_Yes",9.5661699058677,0.309985038496097,8.6196997271604,0.522835253299484,10.7943617547451,0.318906558014332,143.809999893198,14.0366636515567
